"...1","regiao","ibge","municipio","pib_per_capita","uf","vab","Impostos","populacao","taxa_analfabetismo","percentage_votos_centrao","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Comércio e reparação de veículos automotores e motocicletas","Construção","Demais serviços","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Indústrias de transformação","Indústrias extrativas","Pecuária, inclusive apoio à pecuária","Produção florestal, pesca e aquicultura","num_bolsa","percent_bolsa","Emendas","percent_transfer","percent_empregado_mun"
1581,"Nordeste",2610202,"PANELAS",8682.82,"PE","Administração, defesa, educação e saúde públicas e seguridade social",8100.95,26437.9930713754,0.2937,0.826072230887968,1,0,0,0,0,0,0,0,0,0,4168,0.157651906056089,4830799,0.907105502863541,0.736842105263158
1582,"Nordeste",2610301,"PARANATAMA",24618.65,"PE","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",10539.731,11608.0015760409,0.2401,0.361862433281005,0,0,0,0,0,1,0,0,0,0,2606,0.22450031410909,2658990,0.878723763872675,0.873163186388244
1583,"Nordeste",2610400,"PARNAMIRIM",9604.04,"PE","Administração, defesa, educação e saúde públicas e seguridade social",17312.361,22197.9894919221,0.2179,0.515906604521301,1,0,0,0,0,0,0,0,0,0,3086,0.139021599281457,8106129.37,0.907710843062238,0.535926526202053
1584,"Nordeste",2610509,"PASSIRA",9167.82,"PE","Administração, defesa, educação e saúde públicas e seguridade social",15064.019,28856.0142978374,0.2376,0.62914409500902,1,0,0,0,0,0,0,0,0,0,5292,0.183393310849468,3649970,0.80551125365662,0.699780461031833
1585,"Nordeste",2610608,"PAUDALHO",16153.32,"PE","Pecuária, inclusive apoio à pecuária",45180.971,57345.9836120376,0.1628,0.0803751219200817,0,0,0,0,0,0,0,0,1,0,8940,0.155895835015783,15305901.69,0.902192133400166,0.399543006365268
1586,"Nordeste",2610707,"PAULISTA",16596.43,"PE","Demais serviços",758638.561,336918.935759076,0.048,0.161274074858504,0,0,0,0,1,0,0,0,0,0,31294,0.0928828767949621,9029475.6,0.691593875891213,0.0843993503531086
1587,"Nordeste",2610806,"PEDRA",13488.22,"PE","Administração, defesa, educação e saúde públicas e seguridade social",19182.817,22716.0034459699,0.2442,0.360068575874062,1,0,0,0,0,0,0,0,0,0,4769,0.209940098457155,2923605,0.874460244982851,0.350815024805103
1588,"Nordeste",2610905,"PESQUEIRA",12776.4,"PE","Administração, defesa, educação e saúde públicas e seguridade social",96068.251,68066.981309289,0.1822,0.506185415171493,1,0,0,0,0,0,0,0,0,0,13628,0.200214549519625,4659847.85,0.894429685730261,0.403427638737758
1589,"Nordeste",2611002,"PETROLÂNDIA",44994.8,"PE","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",53433.885,37245.9966262768,0.1371,0.699178768095638,0,0,0,0,0,1,0,0,0,0,5144,0.138108802715483,5167049,0.940629925377892,0.366250954441334
1590,"Nordeste",2611101,"PETROLINA",22244.46,"PE","Demais serviços",987724.673,359372.0151894,0.0843000000000001,0.0546693801011873,0,0,0,0,1,0,0,0,0,0,32355,0.0900320521144306,43827884.5,0.723255474113607,0.0970847938944846
1591,"Nordeste",2611200,"POÇÃO",9029.63,"PE","Administração, defesa, educação e saúde públicas e seguridade social",5842.127,11308.0023212468,0.2416,0.22287332491886,1,0,0,0,0,0,0,0,0,0,2495,0.220640209395084,3217184.97,0.964732115391279,0.825287356321839
1592,"Nordeste",2611309,"POMBOS",19577.38,"PE","Administração, defesa, educação e saúde públicas e seguridade social",57382.602,27204.0021698511,0.2058,0.473177539267016,1,0,0,0,0,0,0,0,0,0,5071,0.186406395953752,1399285.29,0.912526577901335,0.271396396396396
1593,"Nordeste",2611408,"PRIMAVERA",19151.45,"PE","Administração, defesa, educação e saúde públicas e seguridade social",16699.748,15230.9984883651,0.1887,0.245945607268091,1,0,0,0,0,0,0,0,0,0,2273,0.14923512741048,2318643,0.898192673201191,0.216473072861668
1594,"Nordeste",2611507,"QUIPAPÁ",7310.24,"PE","Administração, defesa, educação e saúde públicas e seguridade social",9308.553,26308.9839731664,0.2796,0.0452050523311132,1,0,0,0,0,0,0,0,0,0,3759,0.142878949785136,2015963,0.947111604531593,0.801998183469573
1595,"Nordeste",2611533,"QUIXABA",9868.19,"PE","Administração, defesa, educação e saúde públicas e seguridade social",2616.876,6796.00220506496,0.2143,0.531982058033315,1,0,0,0,0,0,0,0,0,0,1066,0.156856923796394,1607187.42,0.922560405341205,0.806315789473684
1596,"Nordeste",2611606,"RECIFE",33094.37,"PE","Demais serviços",9802417.444,1661016.82645719,0.0548,0.154715416742505,0,0,0,0,1,0,0,0,0,0,101525,0.0611221983925018,49638892.53,0.534711324777182,0.0340485872331518
1597,"Nordeste",2611705,"RIACHO DAS ALMAS",12560.89,"PE","Administração, defesa, educação e saúde públicas e seguridade social",13869.761,20744.0034901985,0.2426,0.681545576828185,1,0,0,0,0,0,0,0,0,0,3898,0.187909725422182,2350000,0.865349510392837,0.515552995391705
1598,"Nordeste",2611804,"RIBEIRÃO",12055.44,"PE","Administração, defesa, educação e saúde públicas e seguridade social",37395.119,47812.9874977603,0.1852,0.560113318100536,1,0,0,0,0,0,0,0,0,0,5946,0.124359516340169,1988477.3,0.880089588444561,0.330510363271674
1599,"Nordeste",2611903,"RIO FORMOSO",16015.49,"PE","Administração, defesa, educação e saúde públicas e seguridade social",21101.594,23718.9985445341,0.1758,0.531929642857143,1,0,0,0,0,0,0,0,0,0,3021,0.127366254284634,3936306,0.961328775152753,0.168885672937771
1600,"Nordeste",2612000,"SAIRÉ",18356.8,"PE","Administração, defesa, educação e saúde públicas e seguridade social",8868.6,9600.00201560185,0.2355,0.229202938209332,1,0,0,0,0,0,0,0,0,0,2167,0.225729119272914,2598361,0.928123622603312,0.479628305932809
1601,"Nordeste",2612109,"SALGADINHO",7217.62,"PE","Administração, defesa, educação e saúde públicas e seguridade social",2951.42,11214.0057248788,0.3036,0.513201929643042,1,0,0,0,0,0,0,0,0,0,1352,0.120563519688644,2148813.14,0.949537817290198,0.78125
1602,"Nordeste",2612208,"SALGUEIRO",16278.25,"PE","Demais serviços",136381.168,61561.0020733187,0.1197,0.216936614055801,0,0,0,0,1,0,0,0,0,0,7245,0.117688142752635,4325595.78,0.787471624701834,0.180169286577993
1603,"Nordeste",2612307,"SALOÁ",10771.47,"PE","Administração, defesa, educação e saúde públicas e seguridade social",8675.766,15879.9982732162,0.2579,0.728501065519523,1,0,0,0,0,0,0,0,0,0,2657,0.167317398546661,3286014.26,0.943312738664174,1.26513317191283
1604,"Nordeste",2612406,"SANHARÓ",9091.27,"PE","Administração, defesa, educação e saúde públicas e seguridade social",14489.036,27308.0081220776,0.2077,0.209410210452473,1,0,0,0,0,0,0,0,0,0,3710,0.135857583732026,2065948,0.9436000545704,0.780830670926518
1605,"Nordeste",2612455,"SANTA CRUZ",8501.98,"PE","Administração, defesa, educação e saúde públicas e seguridade social",6163.148,15713.0012067777,0.209,0.811192070128931,1,0,0,0,0,0,0,0,0,0,2348,0.14943039646603,5770458.73,0.943307051005408,0.741883116883117
1606,"Nordeste",2612471,"SANTA CRUZ DA BAIXA VERDE",8935.61,"PE","Administração, defesa, educação e saúde públicas e seguridade social",6893.81,12708.0069519596,0.1753,0.382440299842188,1,0,0,0,0,0,0,0,0,0,1768,0.13912488454591,5436831,0.903828097667249,0.723255813953488
1607,"Nordeste",2612505,"SANTA CRUZ DO CAPIBARIBE",17222.96,"PE","Demais serviços",323815.039,111811.994279729,0.1176,0.524009449869344,0,0,0,0,1,0,0,0,0,0,12252,0.109576795217052,4029733.18,0.798154838083732,0.14259354177345
1608,"Nordeste",2612554,"SANTA FILOMENA",7636.03,"PE","Administração, defesa, educação e saúde públicas e seguridade social",4220.672,14645.0071568603,0.2423,0.486612753195674,1,0,0,0,0,0,0,0,0,0,2414,0.164834333923093,5180394.94,0.921386795386715,0.675171736997056
1609,"Nordeste",2612604,"SANTA MARIA DA BOA VISTA",13344.05,"PE","Administração, defesa, educação e saúde públicas e seguridade social",28645.053,42266.0107688445,0.1682,0.5370530703069,1,0,0,0,0,0,0,0,0,0,8361,0.197818527178418,4084768.5,0.882694242190511,0.489546565300027
1610,"Nordeste",2612703,"SANTA MARIA DO CAMBUCÁ",8545,"PE","Administração, defesa, educação e saúde públicas e seguridade social",7576.784,14308.0067875951,0.2477,0.0808883165599268,1,0,0,0,0,0,0,0,0,0,2751,0.192269967497156,1870321,0.958907628356063,0.491596638655462
1611,"Nordeste",2612802,"SANTA TEREZINHA",9637.75,"PE","Administração, defesa, educação e saúde públicas e seguridade social",6520.197,11914.0000518793,0.1942,0.118754698897371,1,0,0,0,0,0,0,0,0,0,1723,0.144619774424813,7652912.88,0.834504592854255,0.607942973523422
1612,"Nordeste",2612901,"SÃO BENEDITO DO SUL",7205.9,"PE","Administração, defesa, educação e saúde públicas e seguridade social",3232.786,16239.007757532,0.3083,0.811014194423883,1,0,0,0,0,0,0,0,0,0,1966,0.121066510303755,940711,0.923289464725342,0.750252780586451
1613,"Nordeste",2613008,"SÃO BENTO DO UNA",24529.96,"PE","Pecuária, inclusive apoio à pecuária",46895.812,60566.9935866182,0.2192,0.377154497882421,0,0,0,0,0,0,0,0,1,0,7948,0.131226589423386,2434880,0.898594391397006,0.362321278385198
1614,"Nordeste",2613107,"SÃO CAITANO",11941.92,"PE","Administração, defesa, educação e saúde públicas e seguridade social",46738.893,37487.9969050203,0.2294,0.643855840683946,1,0,0,0,0,0,0,0,0,0,5550,0.148047387382727,12950682.13,0.926146553247318,0.314233860513352
1615,"Nordeste",2613206,"SÃO JOÃO",16964.2,"PE","Agricultura, inclusive apoio à agricultura e a pós colheita",18305.701,23002.0009195836,0.2261,0.72056735827448,0,1,0,0,0,0,0,0,0,0,3970,0.172593680605412,5452454.48,0.920494046925047,0.43910741301059
1616,"Nordeste",2613305,"SÃO JOAQUIM DO MONTE",8650.9,"PE","Administração, defesa, educação e saúde públicas e seguridade social",7605.528,21439.0042654522,0.2767,0.152101643653472,1,0,0,0,0,0,0,0,0,0,4174,0.194691877865157,2820552.26,0.889743999928704,0.604912280701754
1617,"Nordeste",2613404,"SÃO JOSÉ DA COROA GRANDE",13307.45,"PE","Administração, defesa, educação e saúde públicas e seguridade social",30776.211,21868.0067931873,0.149,0.416626496086695,1,0,0,0,0,0,0,0,0,0,2720,0.124382620955074,4035005,0.822183590212331,0.421980495123781
1618,"Nordeste",2613503,"SÃO JOSÉ DO BELMONTE",10021.24,"PE","Administração, defesa, educação e saúde públicas e seguridade social",29430.45,34082.0047219705,0.1977,0.648099849400153,1,0,0,0,0,0,0,0,0,0,5811,0.170500533856625,4106609.45,0.809202338383617,0.341489361702128
1619,"Nordeste",2613602,"SÃO JOSÉ DO EGITO",12894.4,"PE","Administração, defesa, educação e saúde públicas e seguridade social",39989.425,34209.9957345825,0.1651,0.11886297446862,1,0,0,0,0,0,0,0,0,0,5201,0.152031588672266,8295357.38,0.899935448975819,0.339275608375778
1620,"Nordeste",2613701,"SÃO LOURENÇO DA MATA",12568.1,"PE","Administração, defesa, educação e saúde públicas e seguridade social",149045.255,114909.982813631,0.1177,0.396385240847784,1,0,0,0,0,0,0,0,0,0,12969,0.112862256894025,7750256,0.800743258722663,0.201105474369652
1621,"Nordeste",2613800,"SÃO VICENTE FÉRRER",11544.25,"PE","Administração, defesa, educação e saúde públicas e seguridade social",13252.24,18149.9988305867,0.231,0.905515705106902,1,0,0,0,0,0,0,0,0,0,2744,0.151184582743651,2978361,0.902490438823227,0.445080091533181
1622,"Nordeste",2613909,"SERRA TALHADA",19359.84,"PE","Demais serviços",257213.394,87467.0087666014,0.1546,0.620305120629761,0,0,0,0,1,0,0,0,0,0,9625,0.110041490337043,11633391.47,0.84244824060173,0.218241673121611
1623,"Nordeste",2614006,"SERRITA",8382.02,"PE","Administração, defesa, educação e saúde públicas e seguridade social",5411.193,19225.9909902386,0.2063,0.240057433508386,1,0,0,0,0,0,0,0,0,0,2976,0.154790460554723,4987674.45,0.940370478378082,0.738433066008637
1624,"Nordeste",2614105,"SERTÂNIA",10151.94,"PE","Administração, defesa, educação e saúde públicas e seguridade social",37982.482,36189.0109673619,0.1959,0.402134773960217,1,0,0,0,0,0,0,0,0,0,5871,0.16223156817673,900799,0.776569758849155,0.441860465116279
1625,"Nordeste",2614204,"SIRINHAÉM",15423.1,"PE","Administração, defesa, educação e saúde públicas e seguridade social",46428.982,46844.9934838003,0.1825,0.402449024390244,1,0,0,0,0,0,0,0,0,0,5065,0.108122546793641,3013445,0.942831866035376,0.21141019533111
1626,"Nordeste",2614303,"MOREILÂNDIA",8074.11,"PE","Administração, defesa, educação e saúde públicas e seguridade social",3403.586,11268.9986884003,0.1918,0.733525945998826,1,0,0,0,0,0,0,0,0,0,2206,0.195758297697801,1640423,0.936684684576311,0.649774774774775
1627,"Nordeste",2614402,"SOLIDÃO",9390.24,"PE","Administração, defesa, educação e saúde públicas e seguridade social",1600.407,6033.99955698683,0.2052,0.0207410420076377,1,0,0,0,0,0,0,0,0,0,897,0.148657617808632,1573632.24,0.931753419351476,1.24096385542169
1628,"Nordeste",2614501,"SURUBIM",13831.85,"PE","Demais serviços",97630.051,66192.0015037757,0.1792,0.159235819324587,0,0,0,0,1,0,0,0,0,0,9490,0.143370796839535,4192988.25,0.91860624934261,0.214428412874584
1629,"Nordeste",2614600,"TABIRA",10911.39,"PE","Administração, defesa, educação e saúde públicas e seguridade social",23247.62,28860.012702323,0.1663,0.169854020797227,1,0,0,0,0,0,0,0,0,0,4931,0.170859245658028,4976385.85,0.950234299083988,0.426127527216174
1630,"Nordeste",2614709,"TACAIMBÓ",11614.02,"PE","Administração, defesa, educação e saúde públicas e seguridade social",8884.103,12843.0044894016,0.2667,0.555161073898799,1,0,0,0,0,0,0,0,0,0,2708,0.210854088094006,2496394.63,0.957663854456222,0.46763202725724
1631,"Nordeste",2614808,"TACARATU",9530.56,"PE","Administração, defesa, educação e saúde públicas e seguridade social",12217.871,26438.9947705067,0.1914,0.673030940933421,1,0,0,0,0,0,0,0,0,0,3401,0.1286357529672,4584153.09,0.932304589694286,0.680497925311203
1632,"Nordeste",2614857,"TAMANDARÉ",16595.43,"PE","Demais serviços",31157.229,23852.0032322151,0.1439,0.429953810041689,0,0,0,0,1,0,0,0,0,0,3097,0.129842343632467,3568983.94,0.727761386496858,0.337267362687245
1633,"Nordeste",2615003,"TAQUARITINGA DO NORTE",11354.57,"PE","Administração, defesa, educação e saúde públicas e seguridade social",26698.763,29472.0065136769,0.1631,0.240428118466899,1,0,0,0,0,0,0,0,0,0,3232,0.109663385100711,996083.47,0.923431085301406,0.280815569972196
1634,"Nordeste",2615102,"TEREZINHA",10463.31,"PE","Administração, defesa, educação e saúde públicas e seguridade social",2362.069,7227.00130264706,0.2798,0.821283757919306,1,0,0,0,0,0,0,0,0,0,1199,0.165905601755024,1856178.54,0.937316393891926,2.78324225865209
1635,"Nordeste",2615201,"TERRA NOVA",9236.21,"PE","Administração, defesa, educação e saúde públicas e seguridade social",6617.26,10313.9958922545,0.1549,0.681727498722099,1,0,0,0,0,0,0,0,0,0,1513,0.146693872656689,4575520.2,0.866546783400159,0.63623395149786
1636,"Nordeste",2615300,"TIMBAÚBA",14197.56,"PE","Demais serviços",69987.704,52586.9883275718,0.171,0.506236380026021,0,0,0,0,1,0,0,0,0,0,5618,0.106832510829574,10158823,0.882113998684463,0.156566701137539
1637,"Nordeste",2615409,"TORITAMA",16237.1,"PE","Administração, defesa, educação e saúde públicas e seguridade social",104600,47087.9867710367,0.1514,0.435143770822817,1,0,0,0,0,0,0,0,0,0,4211,0.0894283295753502,4273481,0.870126073851804,0.195348837209302
1638,"Nordeste",2615508,"TRACUNHAÉM",12746.76,"PE","Administração, defesa, educação e saúde públicas e seguridade social",18572.929,13855.9952489888,0.194,0.750237894257065,1,0,0,0,0,0,0,0,0,0,2294,0.165560102957413,1493507,0.945708082113232,0.555369127516778
1639,"Nordeste",2615607,"TRINDADE",13472.16,"PE","Administração, defesa, educação e saúde públicas e seguridade social",47646.552,31102.9894241161,0.1824,0.236483259729074,1,0,0,0,0,0,0,0,0,0,4904,0.157669731778181,11677108.94,0.85157240526873,0.295412844036697
1640,"Nordeste",2615706,"TRIUNFO",10330.73,"PE","Administração, defesa, educação e saúde públicas e seguridade social",11197.687,15231.9950284249,0.1279,0.657335054539352,1,0,0,0,0,0,0,0,0,0,1879,0.123358758750481,6077442.88,0.865772493030777,0.347474747474747
1641,"Nordeste",2615805,"TUPANATINGA",8172.21,"PE","Administração, defesa, educação e saúde públicas e seguridade social",12122.347,27792.9913695316,0.2594,0.654446356482392,1,0,0,0,0,0,0,0,0,0,4848,0.174432465204687,2801060,0.923374647518675,0.653038046564452
1642,"Nordeste",2615904,"TUPARETAMA",10783.76,"PE","Administração, defesa, educação e saúde públicas e seguridade social",5695.017,8266.00044882304,0.1725,0.0445230013221684,1,0,0,0,0,0,0,0,0,0,1417,0.17142510562067,2207635.51,0.935396343078148,0.586206896551724
1643,"Nordeste",2616001,"VENTUROSA",13132.41,"PE","Administração, defesa, educação e saúde públicas e seguridade social",12586.419,18835.0012678556,0.1991,0.863061069402008,1,0,0,0,0,0,0,0,0,0,2860,0.151844959250465,3656624,0.921155306290078,0.510385756676558
1644,"Nordeste",2616100,"VERDEJANTE",8454.94,"PE","Administração, defesa, educação e saúde públicas e seguridade social",3135.81,9571.99483378948,0.1892,0.779000450204638,1,0,0,0,0,0,0,0,0,0,1217,0.127141731805365,2252462.93,0.894225182703592,NA
1645,"Nordeste",2616183,"VERTENTE DO LÉRIO",9840.59,"PE","Administração, defesa, educação e saúde públicas e seguridade social",2865.861,7526.00169298792,0.2755,0.41213352268395,1,0,0,0,0,0,0,0,0,0,1563,0.207679995801259,1220844,0.915095746063869,0.601398601398601
1646,"Nordeste",2616209,"VERTENTES",9187.16,"PE","Administração, defesa, educação e saúde públicas e seguridade social",12703.858,21171.9979841431,0.1942,0.495785781145233,1,0,0,0,0,0,0,0,0,0,2577,0.121717374143435,4551995,0.944060826022104,0.389149363697254
1647,"Nordeste",2616308,"VICÊNCIA",15789.45,"PE","Agricultura, inclusive apoio à agricultura e a pós colheita",19407.619,32897.0080655121,0.2006,0.0908477784750549,0,1,0,0,0,0,0,0,0,0,3628,0.110283585448716,2322500,0.894326116905473,0.400147203140334
1648,"Nordeste",2616407,"VITÓRIA DE SANTO ANTÃO",32423.08,"PE","Demais serviços",872822.546,140388.98201528,0.1535,0.714115524200445,0,0,0,0,1,0,0,0,0,0,21521,0.153295505751709,2750000,0.812908088688946,0.124364589660795
1649,"Nordeste",2616506,"XEXÉU",9561.92,"PE","Administração, defesa, educação e saúde públicas e seguridade social",8248.809,14788.9982346642,0.2583,0.0277170063694267,1,0,0,0,0,0,0,0,0,0,2358,0.159442848162159,3346421,0.954623686881929,0.508379888268156
1650,"Nordeste",2700102,"ÁGUA BRANCA",10001.22,"AL","Administração, defesa, educação e saúde públicas e seguridade social",6414.914,20262.994114718,0.2289,0.622820153736146,1,0,0,0,0,0,0,0,0,0,2986,0.147362230038409,7502450.09,0.951694430562919,0.578069732187974
1651,"Nordeste",2700201,"ANADIA",14306.13,"AL","Administração, defesa, educação e saúde públicas e seguridade social",8542.873,17507.003291596,0.2872,0.530215522109197,1,0,0,0,0,0,0,0,0,0,2725,0.15565199563926,7204936.57,0.980254902375113,0.677490368739681
1652,"Nordeste",2700300,"ARAPIRACA",25248.44,"AL","Demais serviços",661843.67,234309.038221767,0.1526,0.21064843216461,0,0,0,0,1,0,0,0,0,0,20805,0.0887929896255586,34195657.89,0.822943599392263,0.134441840293797
1653,"Nordeste",2700409,"ATALAIA",31559.62,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",47867.599,47539.9926868575,0.2448,0.570643263743911,0,1,0,0,0,0,0,0,0,0,7362,0.154859089871826,8207950,0.715220491698077,0.373044714804867
1654,"Nordeste",2700508,"BARRA DE SANTO ANTÔNIO",16172.16,"AL","Administração, defesa, educação e saúde públicas e seguridade social",6345.325,16200.9969602082,0.2129,0.29232473010064,1,0,0,0,0,0,0,0,0,0,3670,0.226529269094613,3090042,0.721705812189931,0.560999510044096
1655,"Nordeste",2700607,"BARRA DE SÃO MIGUEL",28270.19,"AL","Demais serviços",14746.618,8434.00026671204,0.1455,0.780719219858156,0,0,0,0,1,0,0,0,0,0,1186,0.14062129031238,4149096,0.641702407760508,0.275420336269015
1656,"Nordeste",2700706,"BATALHA",12469.24,"AL","Administração, defesa, educação e saúde públicas e seguridade social",13022.041,18439.9962628035,0.233,0.1836668259664,1,0,0,0,0,0,0,0,0,0,3077,0.166865543579681,17039501.86,0.921601281079935,0.890488110137672
1657,"Nordeste",2700805,"BELÉM",45271.74,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",1098.405,4225.99975172149,0.2397,0.614022738853503,0,1,0,0,0,0,0,0,0,0,846,0.200189316067843,17039902.98,0.914673359238732,0.668981481481482
1658,"Nordeste",2700904,"BELO MONTE",22537.83,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",2724.104,6717.00097125588,0.2705,0.0681753372008702,0,1,0,0,0,0,0,0,0,0,1325,0.197260653328782,1765498,0.962769498543162,0.775981524249423
1659,"Nordeste",2701001,"BOCA DA MATA",18448.64,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",21144.789,27429.0041433949,0.2292,0.696997595983461,0,1,0,0,0,0,0,0,0,0,3853,0.140471742242521,5940698,0.890155472367271,0.413849287169043
1660,"Nordeste",2701100,"BRANQUINHA",74372.69,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",2193.566,10426.0004983012,0.329,0.0461924089115804,0,1,0,0,0,0,0,0,0,0,1808,0.17341261400233,3234850,0.933412464588032,0.434782608695652
1661,"Nordeste",2701209,"CACIMBINHAS",12862.72,"AL","Administração, defesa, educação e saúde públicas e seguridade social",4068.681,10919.9986472535,0.2997,0.0635429469843314,1,0,0,0,0,0,0,0,0,0,1901,0.174084270649441,3247807,0.939797000594161,0.535628019323672
1662,"Nordeste",2701308,"CAJUEIRO",9714.88,"AL","Administração, defesa, educação e saúde públicas e seguridade social",5706.348,21397.0080947989,0.2744,0.154271473197069,1,0,0,0,0,0,0,0,0,0,3461,0.161751586234212,5475708.27,0.889444729708772,0.726829268292683
1663,"Nordeste",2701357,"CAMPESTRE",12587.35,"AL","Administração, defesa, educação e saúde públicas e seguridade social",1720.479,6971.99760076585,0.2329,0.69072373752878,1,0,0,0,0,0,0,0,0,0,1338,0.191910565180491,4775799,NA,0.858085808580858
1664,"Nordeste",2701407,"CAMPO ALEGRE",12667,"AL","Administração, defesa, educação e saúde públicas e seguridade social",52647.415,57997.0017367964,0.2156,0.883546435756931,1,0,0,0,0,0,0,0,0,0,6012,0.103660531061309,12335327.52,1,0.456103476151981
1665,"Nordeste",2701506,"CAMPO GRANDE",11081.26,"AL","Administração, defesa, educação e saúde públicas e seguridade social",3241.027,9575.99839729417,0.3258,0.816314048471495,1,0,0,0,0,0,0,0,0,0,2195,0.229218918898339,49657245.28,0.966523561225943,1.04991948470209
1666,"Nordeste",2701605,"CANAPI",9397.43,"AL","Administração, defesa, educação e saúde públicas e seguridade social",5845.872,17714.9964405162,0.299,0.721553504171633,1,0,0,0,0,0,0,0,0,0,4125,0.232853560758593,4167579.92,0.935378825768782,2.08448928121059
1667,"Nordeste",2701704,"CAPELA",14667.35,"AL","Administração, defesa, educação e saúde públicas e seguridade social",6896.735,16907.0007874633,0.238,0.777632050922682,1,0,0,0,0,0,0,0,0,0,2207,0.130537641048465,8856824,0.964682147919929,0.740967204002223
1668,"Nordeste",2701803,"CARNEIROS",9487.37,"AL","Administração, defesa, educação e saúde públicas e seguridade social",2288.461,9568.00145878152,0.2227,0.0421283028801487,1,0,0,0,0,0,0,0,0,0,1672,0.174749137236537,2524689,0.92927893215883,1.00766283524904
1669,"Nordeste",2701902,"CHÃ PRETA",24000.91,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",2123.417,7310.99987458809,0.2706,0.0530441662417134,0,1,0,0,0,0,0,0,0,0,1225,0.167555740803377,2301972,0.932525868922974,1.08888888888889
1670,"Nordeste",2702009,"COITÉ DO NÓIA",19962.67,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",3776.432,10593.9977467944,0.2834,0.650112575792113,0,1,0,0,0,0,0,0,0,0,1661,0.156786893833595,2543343,0.922393335142238,1.40237691001698
1671,"Nordeste",2702108,"COLÔNIA LEOPOLDINA",18115.76,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",10928.379,21934.9985868658,0.2588,0.594735738396624,0,1,0,0,0,0,0,0,0,0,3883,0.177023033971156,4144580,0.925056545074951,0.414600069856794
1672,"Nordeste",2702207,"COQUEIRO SECO",16327.02,"AL","Administração, defesa, educação e saúde públicas e seguridade social",1290.658,5881.99989955301,0.1854,0.41352150705271,1,0,0,0,0,0,0,0,0,0,793,0.134818091387635,1903625.58,0.96080264014316,0.848024316109423
1673,"Nordeste",2702306,"CORURIPE",30919.95,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",167668.798,57646.9992998048,0.1823,0.912362503454874,0,1,0,0,0,0,0,0,0,0,5719,0.0992072452940211,8400040.19,0.862551741828687,0.254226076730854
1674,"Nordeste",2702355,"CRAÍBAS",19704.12,"AL","Administração, defesa, educação e saúde públicas e seguridade social",21566.129,24395.9981465805,0.2891,0.623198405797101,1,0,0,0,0,0,0,0,0,0,3929,0.161051004201306,4322153,0.819821283828616,0.467447468136411
1675,"Nordeste",2702405,"DELMIRO GOUVEIA",12834.04,"AL","Administração, defesa, educação e saúde públicas e seguridade social",43425.653,52500.9872962839,0.1748,0.208855683383764,1,0,0,0,0,0,0,0,0,0,6431,0.12249293453678,14520470,0.906870165991062,0.327068908671283
1676,"Nordeste",2702504,"DOIS RIACHOS",9516.99,"AL","Administração, defesa, educação e saúde públicas e seguridade social",3061.408,11058.9980655648,0.2727,0.0520984520884521,1,0,0,0,0,0,0,0,0,0,1921,0.173704705309747,3869175,0.955001821607912,0.993930197268589
1677,"Nordeste",2702553,"ESTRELA DE ALAGOAS",8431.41,"AL","Administração, defesa, educação e saúde públicas e seguridade social",3809.34,18304.0077519656,0.342,0.564823057506168,1,0,0,0,0,0,0,0,0,0,2712,0.148164272914973,3380229,0.946144084513664,0.797385620915033
1678,"Nordeste",2702603,"FEIRA GRANDE",19265.73,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",6012.039,22192.0056494096,0.3044,0.588829459941977,0,1,0,0,0,0,0,0,0,0,4247,0.191375221649377,4911329.08,NA,0.454137587238285
1679,"Nordeste",2702702,"FELIZ DESERTO",34150.21,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",4536.917,4803.00004011688,0.2437,0.857712349869452,0,1,0,0,0,0,0,0,0,0,704,0.146575056031619,2054432.22,0.973807116534414,0.466101694915254
1680,"Nordeste",2702801,"FLEXEIRAS",23221.2,"AL","Agricultura, inclusive apoio à agricultura e a pós colheita",4011.086,12823.001050764,0.2523,0.840557263681592,0,1,0,0,0,0,0,0,0,0,2083,0.16244247284655,3583562,0.983513257656123,0.962328767123288
1681,"Nordeste",2702900,"GIRAU DO PONCIANO",13225.91,"AL","Administração, defesa, educação e saúde públicas e seguridade social",17137.471,41549.0062309512,0.3024,0.365222008666048,1,0,0,0,0,0,0,0,0,0,5846,0.140701319485353,6046848,0.842410603939175,0.532192130812468
